emotion,text
surprise,just got news that one of our good friends grams passed away.She was strong as a horse. You never know what tomorrow may hold.
neutral,@MyInnerBitch I can't @FakerParis has blocked me.  I can't even request
happiness,"#bgt Aw bless her, my stomach sank when she first whimpered but good on her for trying to carry on. That's nice of Simon to take charge."
sadness,@jennwadsworth So sad that schools have to close.
hate,I hate that place!
worry,@rocked nope i have a fifth generation ipod classic  it likes to be dumb
worry,"@djgraham I think @darkmonkey has found it (http://bit.ly/3pj876 , but I can't play it"
sadness,"@Jennifalconer how tough was that, just wanted to hug her like my own"
worry,Ahhh feel sorry for that little girl  can't watch her crying xx
sadness,phone is still blocked only my fav 5 can cll me
relief,"Omg at Hollie! That was well sad to watch!  See, Simon can be well nice when he wants to be! lol"
worry,"is sick, a congested forehead (its possible) and chest. Achy eyes and back, all I wanna do is sleep the weekend away!"
neutral,@emmy_563 'caus eit was school today!!!! I had a big exam...
empty,At the pub with the dog but seems to have misplaced friend with drinks
worry,@MorningToast Once James Cameron touches something and revolutionizes it... someone else comes along and fucks it up
sadness,@tyefighter I had to sell guitar hero with ps3 to fund splitting with ex
worry,anyone have a verizon fone i can borrow for the mean time while i get my replacement?
neutral,good night..have to get up so early tomorrow
love,@mitchelmusso not good you're not comin close to where i love on tour
fun,@kayekayekaye Have you met me? (lol) MY MIDDLE NAME IS CREEPY FGS
worry,Trying to figure out how to personalize my downloaded Wordpress blog!  Not as easy as I was hoping   Any suggestions?
worry,i got in a fight with ryan. now hes like crying and im just dead inside. sigggh
worry,@datachick That version is not compatible with Vista.
neutral,@19fischi75 ok - thats enough!
sadness,@gfalcone601 ino :O i was near crying for her  sometimes i forget that its actually live tv =/ .....am i talkin about the sme thing?:Sxxxx
sadness,@Abbyluvsaj nice! I wish twitter would tile mine
worry,Yikes. That poor girl on BGT. That was quite hard to watch
worry,Cramps . . .
sadness,ughhh! this is the third bottle of foundation I've broken
worry,First Natalie and now little Holly. This is mean
worry,aww i feel so bad for Holly
happiness,"omds! holly steel, bless her!  x"
worry,why is everyones tweets about britains got talent?! i feel left out
worry,@mitchelmusso  i can't call you im from Mexico and i don't know the code
love,@gfalcone601 bless her lil socks... think they need to rethink the age thing me
sadness,@kezzawezz i want 2 but i dinna hink it'll get shown in elgin n got nae1 2 go with(n)
relief,i wanna vote for Miley Cyrus for the mtv movie awards..but i don't know where i could  somebody could send me a link? thaank you &lt;3
hate,"I hate that you can't edit loose-in-the-tweetisphere tweets, as you always notice spelling mistakes a millisecond after clicking 'update'"
surprise,@mitchelmusso dont you have a uk say now?
worry,Somehow I have yet to accomplish a fucking thing.
worry,Wait... @DamonAndrew and @Uchenna3... Electrik Red or Richgirl?  I'm a sucker for the later
worry,@JEFFHARDYBRAND  Aww bless hope the phones okayy  x x
empty,Playing games don't help me out of being bored!
sadness,@Dorkus_ Well their not gonna fit her in with this big long advertisement
neutral,@Scath that's a defeatist attitude
worry,"@Soph_Ichigo She tried to carry on aswell, bless, I suppose maybe that's why kids shouldn't be in it?"
worry,just because you're a superstar it doesn't mean you have to do that !
hate,Mad because quiz 5 answer on the BET Ford Fusion sweepstakes are all wrong
worry,@Trickiliz13 ohhh baby!!! PDGG! ahh! im missing it! ahhh  hehaheahaaaa
happiness,"That little girl holly!  find some time! Aw, she'll get loads of votes now I bet!"
sadness,@decaydance --Nothing
neutral,We are checking out and on our way home  I am rwady to be home!
surprise,"@tommcfly talk to me isn't a good idea?  i'm going to buy a gift to my friend, so you have 20 mins..."
neutral,@gfalcone601 Is It The Bit Where Hollie Started Crying?
sadness,@FTSKirstin im depressed like so baddddd.
sadness,@gfalcone601 Britain's Got Talent? Such a cute little girl. Feel so sorry for her!   Hope Simon finds the time! xx
neutral,@mitchelmusso dam living in england  x
sadness,@coollike  the cokies arnt real imaginary will hav to do mmmmmmmmmmmm cookie...
surprise,"Unfortunatley, AerLingus no longer fly to Copenhagen so we're have to fly Ryanair to Billund and drive up to Copenhagen one of the days!"
worry,shit got to go do the grocery.. I almost got no more food  snif snif...
happiness,@sarahblevins3 i know!!
neutral,"All the cool people I want to find for following today are #English, and I guess the English don't tweet."
fun,@StephWBates  if i was closer i would deliver grub to you!
worry,Awww that poor little girl on BGT
worry,@gfalcone601 I know right  Poorpoor girl! It shows why they shouldn't put young people in competitions like this though (.....) -
worry,@icklewabbit OMG you aren't online. Shock horror.
neutral,"@vlastikb logically, yes. i just have to find one though. always seem to see them beside motorways when you cant stop"
neutral,@simplecake Bye.
worry,"@shtoofi  i know the feeling, working so much sucks hardcore. we need to hang out soon"
relief,At the vet with a sick dog  http://twitpic.com/67clz
worry,Can't paint anymore because of the light
empty,"@Bvictor Nerves I think, Im not sure"
worry,@MandyPandy32  awww for me I just think she's tooo young or just not ready for it - tis painful to watch her so upset
sadness,No one is bringing snacks
sadness,ugh... dunno why im just not in the best of moods... how do i know if i have allergies? meh...
sadness,I want to join but i live in michigan
neutral,Why is looking for girls names easier than looking for boys
hate,Fuck the day flies when u got 3647 things to do and only 8 hours to do it in!!
empty,@TatianeMarks quem ï¿½ Katy??
neutral,ok bye alex have fun today
neutral,Zac Brown is in Virginia Beach and I'll be in NoVA
worry,wtf happened? i have no feed
neutral,@MashUpNicole I still have an hour.
love,@clairemcs i dunno if he saw it  happy birthday girl!
worry,Omg ! BGT making me cry  . That wee girl  it's soo sad.
worry,@beingnobody aww that is sad
happiness,"@gfalcone601  haha, i was crying  xx"
happiness,"@RobbyWat For a minute I thought that said &quot;Maggie has an extra eye growing.&quot;  Yep, I'm a space cadet.  Sorry for the sweet girl"
neutral,Traffic jam outside of chicago. I feel very &quot;office space&quot; right now.
worry,"#BGT Quite an awkward moment, poor girl  I hope she doesn't loose it again."
worry,My last full day of even day classes. I'm a little sad
sadness,The bunny is longing for the hoodie she left in the car   brrr....
neutral,@MikeyWags srry im not so interesting right now... stayed up til 6am cause my tummy hurt and now im pooped and have to work
neutral,doesn't want to go to work....
love,http://bit.ly/dIQF3 I hope some day my mom will get this message!
sadness,It was going to happen one day but I so feel for the girl AND her mum
sadness,"@0oMiriamo0 but i like the idea going to cinema, but monday...."
neutral,@breedimetria I feel you I have a third eye right now and right before I go see foreign boys
worry,"@Littleradge  I'm not even in your situation and now I'm sad. I'm sorry, that's really sucky."
worry,@casgetta what's wrong?
fun,@PlayForKeeps oh my gosh! i know! happend yesterday
worry,"Brian (cat) still hasn't shown up...I feel sad and sick, I'm afraid he's been eaten by something.    It doesn't look  good"
sadness,@IMjustDaNNi Awww thats not fair to me. Now im a lil sad
worry,getting ready for work. boohoohoo i dont wanna go to work!
worry,@kaydub I am using iMovie 08 and it's still not bad. I am afraid to hear what is wrong with 09
sadness,@SOREALCRU its Gloomy in LA no sun  but its nice
surprise,@JennLovesM5 DUDE WHAT? I WANNNNAAAA GOOOOOO
sadness,Excitement: 8 new followers overnight. Sadness: 6 of them are ad bots.
sadness,@Mulla8285 Oh noooooo!!!      I'm so sorry!!  That sucks hard!
worry,@Slayer_89 I feel so sorry for her  hope she dnt cry 2nd time
neutral,NCAA Baseball Road 2 Omaha: South Carolina just hit a 3-run homerun. Dagger 2 my heart.    Mason 1 - South Carolina 3..
neutral,@Mollieandme When oh when are you coming back for a gig in Scotland? I had tickets to see u last year but was in hosp wit gallstones!
neutral,HollowbabesHere comes the utter shite #bgt &lt;I completely agree
worry,"@redbloc whats twhirl? I've some work to be doing over the weekend thank god so I'm probably going to miss it red, sorry"
sadness,"@siggidori sorry, I'm creating a new comedy style &quot;bad joking&quot;"
sadness,Omg i'm going to robinson with tyler wfm. And i freakin miss anthony  ugh today kinda sucks. Lex&lt;3
worry,@YAphilJ phil! I miss you gracin ya with your presence I haven't been on much  what's new?
worry,"@nikkeekristen Yeah, it says that at the bottom  21+, and must be available to live there from Aug 19th to nov 2nd, roughly."
worry,@eBlondie I know...heartless souls
worry,@westlifebunny my days been aight! been cleaning mostly! went to mcds to check for hader toy..no luck  so i ate chickfila
worry,Work in that heat is horrible !
worry,"@genejm29 I spoke too soon  Still a nice evening, but lots of broken cloud coming in from the south."
hate,The only thing about preparing 5 sermons in one week is just when you think you are done...you have to prepare the powerpoint slides
happiness,"@thatdamnninja Oh, okay. Every so often I get this random taste of blood in my mouth that makes me go &quot;eww, blood&quot;.  Haha."
happiness,hollie steel  bless her. but go dreambears &lt;33333 hahahahaha
neutral,Awwwwwww holly
worry,Waiting for my cell phone to dry out.... it went swimming in bowl of water earlier
sadness,"@lobsterandswan Itï¿½s a beautiful blog, but Iï¿½m not able to acess it anymore!!"
neutral,@ruthnin An expense I could do without at the moment
worry,"Being unable to have booze on a Friday, indeed the entire weekend, actually hurts"
worry,stressed beyond BELIEF. need a nap
worry,"@davidcrow @cspin and I suppose, until we have more bike lanes, the roads aren't safe enough to pull your kids in bike buggies/trailers"
worry,awww poor little girl on britains got talent
